t  par1   acc
553400 0.462256 0.142
553500 0.459453 0.145
553600 0.459183 0.151
553700 0.46138 0.144
553800 0.470909 0.144
553900 0.472947 0.152
554000 0.473418 0.134
554100 0.473225 0.153
554200 0.469966 0.175
554300 0.462789 0.154
554400 0.46039 0.16
554500 0.460141 0.169
554600 0.465733 0.133
554700 0.471115 0.135
554800 0.47138 0.147
554900 0.469675 0.141
555000 0.464223 0.142
555100 0.462926 0.147
555200 0.462684 0.155
555300 0.463023 0.165
555400 0.462939 0.14
555500 0.460503 0.162
555600 0.469874 0.131
555700 0.471496 0.135
555800 0.463028 0.152
555900 0.461047 0.158
556000 0.460748 0.142
556100 0.463056 0.129
556200 0.466906 0.161
556300 0.471898 0.154
556400 0.473489 0.142
556500 0.47363 0.138
556600 0.462571 0.14
556700 0.458481 0.16
556800 0.458436 0.132
556900 0.46155 0.158
557000 0.46555 0.141
557100 0.466519 0.125
557200 0.466269 0.135
557300 0.462576 0.158
557400 0.461943 0.162
557500 0.465299 0.144
557600 0.465717 0.161
557700 0.465126 0.152
557800 0.459455 0.157
557900 0.463437 0.142
558000 0.469624 0.12
558100 0.470646 0.142
558200 0.46721 0.15
558300 0.462169 0.165
558400 0.459425 0.148
558500 0.458245 0.161
558600 0.458211 0.132
558700 0.461684 0.166
558800 0.46817 0.15
558900 0.470615 0.123
559000 0.471065 0.181
559100 0.470893 0.15
559200 0.457506 0.148
559300 0.455075 0.139
559400 0.457143 0.14
559500 0.466115 0.172
559600 0.469978 0.157
559700 0.470928 0.147
559800 0.47097 0.145
559900 0.469536 0.143
560000 0.466736 0.155
560100 0.466688 0.147
560200 0.466801 0.17
560300 0.464993 0.133
560400 0.461881 0.157
560500 0.469921 0.142
560600 0.479776 0.147
560700 0.478074 0.141
560800 0.458709 0.159
560900 0.454573 0.158
561000 0.454658 0.137
561100 0.467961 0.138
561200 0.475648 0.131
561300 0.476486 0.144
561400 0.476588 0.165
561500 0.474169 0.137
561600 0.45943 0.125
561700 0.454438 0.161
561800 0.454208 0.163
561900 0.457194 0.157
562000 0.46241 0.155
562100 0.464905 0.136
562200 0.467361 0.154
562300 0.468877 0.153
562400 0.470254 0.146
562500 0.471384 0.131
562600 0.471842 0.151
562700 0.471575 0.156
562800 0.468966 0.147
562900 0.468569 0.145
563000 0.466979 0.152
563100 0.45955 0.147
563200 0.457937 0.134
563300 0.4591 0.158
563400 0.466394 0.149
563500 0.468844 0.131
563600 0.46922 0.155
563700 0.468781 0.143
563800 0.465553 0.134
563900 0.45944 0.146
564000 0.458143 0.145
564100 0.45779 0.14
564200 0.457913 0.149
564300 0.463942 0.147
564400 0.472138 0.162
564500 0.476099 0.162
564600 0.476065 0.139
564700 0.471005 0.137
564800 0.457736 0.162
564900 0.453815 0.171
565000 0.45359 0.144
565100 0.458377 0.161
565200 0.464268 0.161
565300 0.469065 0.136
565400 0.4704 0.135
565500 0.470504 0.143
565600 0.470305 0.135
565700 0.466644 0.151
565800 0.463408 0.166
565900 0.461061 0.156
566000 0.460292 0.158
566100 0.46046 0.167
566200 0.464457 0.161
566300 0.465483 0.144
566400 0.465007 0.154
566500 0.464891 0.138
566600 0.47414 0.143
566700 0.477357 0.159
566800 0.470911 0.152
566900 0.460767 0.151
567000 0.458202 0.159
567100 0.457386 0.15
567200 0.457604 0.133
567300 0.471506 0.14
567400 0.474602 0.132
567500 0.474586 0.14
567600 0.469929 0.138
567700 0.463499 0.17
567800 0.459631 0.146
567900 0.459236 0.152
568000 0.460166 0.155
568100 0.466435 0.143
568200 0.468751 0.142
568300 0.469401 0.145
568400 0.469216 0.149
568500 0.466637 0.14
568600 0.46297 0.139
568700 0.461509 0.143
568800 0.461063 0.144
568900 0.460944 0.137
569000 0.460375 0.16
569100 0.460138 0.161
569200 0.46832 0.185
569300 0.469907 0.156
569400 0.466238 0.149
569500 0.459991 0.147
569600 0.454246 0.146
569700 0.454809 0.142
569800 0.462915 0.142
569900 0.467557 0.152
570000 0.470935 0.145
570100 0.474316 0.155
570200 0.475945 0.162
570300 0.476392 0.131
570400 0.476075 0.138
570500 0.472436 0.15
570600 0.469448 0.152
570700 0.467476 0.148
570800 0.464054 0.164
570900 0.463449 0.157
571000 0.463281 0.13
571100 0.463274 0.157
571200 0.465944 0.149
571300 0.470577 0.15
571400 0.468976 0.146
571500 0.465164 0.159
571600 0.464239 0.168
571700 0.464793 0.153
571800 0.471054 0.164
571900 0.471952 0.142
572000 0.471393 0.144
572100 0.46437 0.141
572200 0.461112 0.148
572300 0.462897 0.164
572400 0.470199 0.147
572500 0.471784 0.148
572600 0.471048 0.142
572700 0.465718 0.141
572800 0.465029 0.144
572900 0.465622 0.138
573000 0.466575 0.141
573100 0.468178 0.137
573200 0.468289 0.122
573300 0.462025 0.159
573400 0.459705 0.149
573500 0.459951 0.132
573600 0.469242 0.14
573700 0.469133 0.134
573800 0.459651 0.158
573900 0.452833 0.154
574000 0.457986 0.149
574100 0.472416 0.15
574200 0.474199 0.152
574300 0.474471 0.144
574400 0.473805 0.137
574500 0.462816 0.13
574600 0.459029 0.16
574700 0.458398 0.167
574800 0.458441 0.158
574900 0.463229 0.146
575000 0.470747 0.148
575100 0.471651 0.161
575200 0.471361 0.17
575300 0.469755 0.165
575400 0.463738 0.152
575500 0.46215 0.142
575600 0.462177 0.161
575700 0.463763 0.153
575800 0.475731 0.147
575900 0.475211 0.148
576000 0.460206 0.153
576100 0.459315 0.133
576200 0.459426 0.149
576300 0.46504 0.149
576400 0.471269 0.162
576500 0.470791 0.153
576600 0.461282 0.169
576700 0.460737 0.155
576800 0.463037 0.164
576900 0.465951 0.137
577000 0.471093 0.153
577100 0.472559 0.152
577200 0.472879 0.153
577300 0.47159 0.153
577400 0.463857 0.144
577500 0.462194 0.123
577600 0.461974 0.145
577700 0.462158 0.146
577800 0.465174 0.147
577900 0.465053 0.152
578000 0.464204 0.159
578100 0.464488 0.131
578200 0.483325 0.134
578300 0.476448 0.152
578400 0.462513 0.139
578500 0.456008 0.158
578600 0.455176 0.131
578700 0.457437 0.141
578800 0.465456 0.131
578900 0.468271 0.157
579000 0.46977 0.142
579100 0.470788 0.15
579200 0.471277 0.146
579300 0.471781 0.148
579400 0.47186 0.152
579500 0.468555 0.142
579600 0.46622 0.16
579700 0.465623 0.148
579800 0.467993 0.144
579900 0.469275 0.159
580000 0.465906 0.134
580100 0.464402 0.159
580200 0.464091 0.185
580300 0.468705 0.167
580400 0.469556 0.144
580500 0.468001 0.132
580600 0.460002 0.167
580700 0.459707 0.145
580800 0.463546 0.153
580900 0.465691 0.147
581000 0.465896 0.158
581100 0.470196 0.138
581200 0.469639 0.138
581300 0.464753 0.137
581400 0.462982 0.151
581500 0.464763 0.158
581600 0.466495 0.148
581700 0.466878 0.172
581800 0.459822 0.133
581900 0.456671 0.133
582000 0.460248 0.145
582100 0.467949 0.155
582200 0.469708 0.141
582300 0.469755 0.15
582400 0.469699 0.159
582500 0.467752 0.141
582600 0.465906 0.152
582700 0.457746 0.145
582800 0.458437 0.148
582900 0.471476 0.137
583000 0.472338 0.163
583100 0.467769 0.138
583200 0.463957 0.173
583300 0.461786 0.138
583400 0.46063 0.157
583500 0.460533 0.156
583600 0.462276 0.168
583700 0.464505 0.142
583800 0.466754 0.154
583900 0.468463 0.15
584000 0.468019 0.141
584100 0.464682 0.114
584200 0.464281 0.155
584300 0.46372 0.15
584400 0.46342 0.153
584500 0.463833 0.154
584600 0.455673 0.164
584700 0.461207 0.158
584800 0.464745 0.156
584900 0.467486 0.156
585000 0.469445 0.16
585100 0.469622 0.131
585200 0.46766 0.137
585300 0.461196 0.14
585400 0.461031 0.161
585500 0.462476 0.166
585600 0.462708 0.16
585700 0.467986 0.152
585800 0.469915 0.159
585900 0.467015 0.145
586000 0.461932 0.162
586100 0.461627 0.138
586200 0.46228 0.164
586300 0.463584 0.148
586400 0.467341 0.15
586500 0.470345 0.133
586600 0.465229 0.158
586700 0.459482 0.144
586800 0.46036 0.158
586900 0.465952 0.143
587000 0.466751 0.164
587100 0.466659 0.143
587200 0.464278 0.135
587300 0.46369 0.154
587400 0.471493 0.152
587500 0.47431 0.149
587600 0.469567 0.152
587700 0.460207 0.155
587800 0.457914 0.145
587900 0.457099 0.17
588000 0.457609 0.131
588100 0.459848 0.155
588200 0.463877 0.152
588300 0.466072 0.177
588400 0.467389 0.153
588500 0.467575 0.161
588600 0.466583 0.143
588700 0.46512 0.147
588800 0.464393 0.138
588900 0.464355 0.167
589000 0.461655 0.166
589100 0.461853 0.155
589200 0.464032 0.161
589300 0.467213 0.153
589400 0.467045 0.168
589500 0.463434 0.155
589600 0.450883 0.177
589700 0.451976 0.156
589800 0.478327 0.134
589900 0.478776 0.133
590000 0.470059 0.137
590100 0.462966 0.15
590200 0.461224 0.167
590300 0.460913 0.152
590400 0.460763 0.15
590500 0.460539 0.13
590600 0.463103 0.155
590700 0.471311 0.117
590800 0.47157 0.144
590900 0.468553 0.157
591000 0.467178 0.148
591100 0.463663 0.156
591200 0.462974 0.131
591300 0.461356 0.157
591400 0.462123 0.178
591500 0.4649 0.15
591600 0.467647 0.164
591700 0.469788 0.153
591800 0.471362 0.145
591900 0.471251 0.152
592000 0.46484 0.15
592100 0.457923 0.137
592200 0.457826 0.15
592300 0.467057 0.151
592400 0.470494 0.143
592500 0.469163 0.162
592600 0.467162 0.16
592700 0.461691 0.131
592800 0.460616 0.147
592900 0.460722 0.144
593000 0.461652 0.156
593100 0.465112 0.174
593200 0.472492 0.14
593300 0.473243 0.156
593400 0.473126 0.125
593500 0.461378 0.149
593600 0.465231 0.152
593700 0.470533 0.152
593800 0.471374 0.14
593900 0.471839 0.185
594000 0.472032 0.173
594100 0.462823 0.137
594200 0.457284 0.145
594300 0.455157 0.161
594400 0.458497 0.142
594500 0.46775 0.128
594600 0.470093 0.163
594700 0.470225 0.144
594800 0.46903 0.148
594900 0.463027 0.151
595000 0.462081 0.156
595100 0.461657 0.156
595200 0.462438 0.137
595300 0.466979 0.136
595400 0.468538 0.134
595500 0.469088 0.15
595600 0.470479 0.171
595700 0.471093 0.154
595800 0.465022 0.155
595900 0.449867 0.162
596000 0.448239 0.149
596100 0.45594 0.154
596200 0.463962 0.155
596300 0.468335 0.14
596400 0.470481 0.137
596500 0.471643 0.145
596600 0.472174 0.148
596700 0.472437 0.143
596800 0.472448 0.155
596900 0.469496 0.145
597000 0.466248 0.137
597100 0.464838 0.134
597200 0.463153 0.157
597300 0.46308 0.165
597400 0.465411 0.138
597500 0.465502 0.155
597600 0.46628 0.153
597700 0.468089 0.143
597800 0.460485 0.131
597900 0.462147 0.14
598000 0.471427 0.127
598100 0.470896 0.155
598200 0.458469 0.125
598300 0.457569 0.162
598400 0.459863 0.148
598500 0.4677 0.134
598600 0.470094 0.149
598700 0.470212 0.173
598800 0.467217 0.147
598900 0.462926 0.138
599000 0.459405 0.144
599100 0.459131 0.134
599200 0.459011 0.151
599300 0.467293 0.151
599400 0.474424 0.167
599500 0.474761 0.143
599600 0.475282 0.129
599700 0.473178 0.165
599800 0.465132 0.148
599900 0.461984 0.149
600000 0.462075 0.153
600100 0.46471 0.162
600200 0.464614 0.155
600300 0.466562 0.144
600400 0.465713 0.172
600500 0.463923 0.162
600600 0.464823 0.178
600700 0.461456 0.161
600800 0.460089 0.148
600900 0.46204 0.141
601000 0.472169 0.149
601100 0.47452 0.152
601200 0.472764 0.144
601300 0.466044 0.154
601400 0.463157 0.137
601500 0.460261 0.151
601600 0.459106 0.145
601700 0.45911 0.137
601800 0.46309 0.146
601900 0.469799 0.169
602000 0.472125 0.141
602100 0.472454 0.148
602200 0.471507 0.149
602300 0.466434 0.16
602400 0.464317 0.159
602500 0.462482 0.136
602600 0.462239 0.17
602700 0.464576 0.151
602800 0.470618 0.155
602900 0.470593 0.166
603000 0.464427 0.162
603100 0.460664 0.145
603200 0.460446 0.137
603300 0.463067 0.15
603400 0.463378 0.145
603500 0.463175 0.154
603600 0.468646 0.159
603700 0.475641 0.158
603800 0.456042 0.16
603900 0.454717 0.156
604000 0.460593 0.132
604100 0.468522 0.148
604200 0.473447 0.135
604300 0.475904 0.145
604400 0.477057 0.151
604500 0.477333 0.155
604600 0.47681 0.169
604700 0.463519 0.149
604800 0.457938 0.135
604900 0.45652 0.167
605000 0.455981 0.151
605100 0.455906 0.162
605200 0.458593 0.158
605300 0.462378 0.155
605400 0.467404 0.136
605500 0.468672 0.168
605600 0.469063 0.149
605700 0.469133 0.156
605800 0.467693 0.147
605900 0.459296 0.15
606000 0.459412 0.153
606100 0.467344 0.149
606200 0.469622 0.162
606300 0.462227 0.159
606400 0.458247 0.146
606500 0.457484 0.15
606600 0.458435 0.138
606700 0.465095 0.144
606800 0.469378 0.133
606900 0.474201 0.145
607000 0.474715 0.14
607100 0.47389 0.177
607200 0.469011 0.145
607300 0.464941 0.15
607400 0.462371 0.136
607500 0.460594 0.145
607600 0.458849 0.158
607700 0.45829 0.146
607800 0.458062 0.136
607900 0.460163 0.142
608000 0.464066 0.14
608100 0.467863 0.164
608200 0.470101 0.137
608300 0.471663 0.145
608400 0.472219 0.156
608500 0.472152 0.139
608600 0.468919 0.167
608700 0.464186 0.139
608800 0.459844 0.151
608900 0.458811 0.166
609000 0.458844 0.138
609100 0.469427 0.152
609200 0.476355 0.152
609300 0.477054 0.152
609400 0.475644 0.135
609500 0.470331 0.148
609600 0.467982 0.148
609700 0.465481 0.169
609800 0.463926 0.144
609900 0.462147 0.171
610000 0.460023 0.157
610100 0.45961 0.17
610200 0.459506 0.141
610300 0.459891 0.124
610400 0.464561 0.138
610500 0.471006 0.137
610600 0.471632 0.157
610700 0.471716 0.153
610800 0.461868 0.134
610900 0.461088 0.153
611000 0.461141 0.167
611100 0.474712 0.149
611200 0.47424 0.158
611300 0.461939 0.153
611400 0.461275 0.154
611500 0.462323 0.142
611600 0.466884 0.145
611700 0.468149 0.144
611800 0.468353 0.144
611900 0.47029 0.163
612000 0.464771 0.136
612100 0.462643 0.155
612200 0.462492 0.16
612300 0.457818 0.145
612400 0.462719 0.166
612500 0.472041 0.131
612600 0.472471 0.157
612700 0.464824 0.172
612800 0.461409 0.142
612900 0.459914 0.127
613000 0.460449 0.151
613100 0.464553 0.144
613200 0.467194 0.155
613300 0.468108 0.153
613400 0.467578 0.128
613500 0.461975 0.15
613600 0.459323 0.148
613700 0.458712 0.13
613800 0.460061 0.149
613900 0.464075 0.148
614000 0.46638 0.156
614100 0.467703 0.154
614200 0.467974 0.15
614300 0.468119 0.153
614400 0.467279 0.145
614500 0.46611 0.173
614600 0.456855 0.17
614700 0.45678 0.148
614800 0.47355 0.137
614900 0.473915 0.142
615000 0.465196 0.148
615100 0.459039 0.167
615200 0.456611 0.142
615300 0.456657 0.135
615400 0.459219 0.135
615500 0.464723 0.16
615600 0.466205 0.156
615700 0.470565 0.139
615800 0.47232 0.144
615900 0.472364 0.139
616000 0.47219 0.178
616100 0.469745 0.133
616200 0.45479 0.154
616300 0.456366 0.143
616400 0.473341 0.147
616500 0.47898 0.152
616600 0.47926 0.153
616700 0.476048 0.143
616800 0.468036 0.149
616900 0.464202 0.153
617000 0.461736 0.166
617100 0.45938 0.17
617200 0.458215 0.144
617300 0.45796 0.14
617400 0.458038 0.145
617500 0.463549 0.142
617600 0.46981 0.145
617700 0.471836 0.163
617800 0.472285 0.152
617900 0.47237 0.141
618000 0.466473 0.153
618100 0.460944 0.139
618200 0.459039 0.156
618300 0.458771 0.143
618400 0.460147 0.153
618500 0.467428 0.133
618600 0.468588 0.143
618700 0.46932 0.165
618800 0.469402 0.179
618900 0.467223 0.133
619000 0.463685 0.163
619100 0.462247 0.15
619200 0.462833 0.159
619300 0.46489 0.129
619400 0.463963 0.141
619500 0.458672 0.146
619600 0.460573 0.148
619700 0.467568 0.166
619800 0.471731 0.153
619900 0.472801 0.15
620000 0.472729 0.146
620100 0.465317 0.154
620200 0.462897 0.135
620300 0.461317 0.157
620400 0.461267 0.123
620500 0.466865 0.155
620600 0.466997 0.151
620700 0.461226 0.148
620800 0.4607 0.16
620900 0.460241 0.166
621000 0.465109 0.154
621100 0.468924 0.122
621200 0.465263 0.153
621300 0.457808 0.155
621400 0.458561 0.162
621500 0.462049 0.158
621600 0.462313 0.124
621700 0.463095 0.164
621800 0.468607 0.143
621900 0.468352 0.16
622000 0.462265 0.158
622100 0.459126 0.16
622200 0.459676 0.14
622300 0.466498 0.166
622400 0.469221 0.15
622500 0.474318 0.148
622600 0.475725 0.126
622700 0.475615 0.149
622800 0.470677 0.154
622900 0.463064 0.151
623000 0.458437 0.161
623100 0.458385 0.146
623200 0.46354 0.128
623300 0.472562 0.139
623400 0.4749 0.158
623500 0.475117 0.148
623600 0.472648 0.15
623700 0.461198 0.146
623800 0.457543 0.131
623900 0.457122 0.136
624000 0.457315 0.163
624100 0.461772 0.147
624200 0.464887 0.152
624300 0.466163 0.16
624400 0.466257 0.134
624500 0.464294 0.146
624600 0.458859 0.146
624700 0.458695 0.143
624800 0.460084 0.149
624900 0.46467 0.157
625000 0.465581 0.162
625100 0.464102 0.145
625200 0.463799 0.173
625300 0.460272 0.144
625400 0.460327 0.158
625500 0.465044 0.134
625600 0.466883 0.147
625700 0.469244 0.146
625800 0.466079 0.152
625900 0.463863 0.164
626000 0.461641 0.143
626100 0.462019 0.144
626200 0.470945 0.143
626300 0.471112 0.135
626400 0.461028 0.153
626500 0.460266 0.125
626600 0.464533 0.149
626700 0.469015 0.126
626800 0.469114 0.147
626900 0.468401 0.145
627000 0.45296 0.158
627100 0.45705 0.164
627200 0.464669 0.134
627300 0.466124 0.154
627400 0.467838 0.128
627500 0.469124 0.147
627600 0.469146 0.139
627700 0.468397 0.15
627800 0.457902 0.145
627900 0.458922 0.161
628000 0.460391 0.145
628100 0.463686 0.162
628200 0.468112 0.149
628300 0.468287 0.148
628400 0.467664 0.131
628500 0.457977 0.144
628600 0.456226 0.175
628700 0.456759 0.151
628800 0.480615 0.157
628900 0.480043 0.137
629000 0.467323 0.137
629100 0.458525 0.146
629200 0.455685 0.158
629300 0.455064 0.143
629400 0.455277 0.169
629500 0.469309 0.145
629600 0.473912 0.134
629700 0.47475 0.157
629800 0.474615 0.15
629900 0.471422 0.147
630000 0.466603 0.138
630100 0.460927 0.133
630200 0.45974 0.16
630300 0.459356 0.135
630400 0.458532 0.155
630500 0.458971 0.156
630600 0.466293 0.149
630700 0.468379 0.15
630800 0.468382 0.159
630900 0.464253 0.164
631000 0.462634 0.14
631100 0.461349 0.153
631200 0.461422 0.153
631300 0.468509 0.151
631400 0.471071 0.162
631500 0.464601 0.154
631600 0.456561 0.145
631700 0.456366 0.149
631800 0.459435 0.157
631900 0.470232 0.135
632000 0.474937 0.135
632100 0.475172 0.174
632200 0.475485 0.158
632300 0.473709 0.134
632400 0.463643 0.139
632500 0.458387 0.137
632600 0.457681 0.134
632700 0.457367 0.164
632800 0.461418 0.169
632900 0.465068 0.15
633000 0.467325 0.158
633100 0.467991 0.148
633200 0.468592 0.135
633300 0.467516 0.13
633400 0.463097 0.153
633500 0.462405 0.153
633600 0.46087 0.146
633700 0.458437 0.133
633800 0.458201 0.139
633900 0.463395 0.153
634000 0.465799 0.138
634100 0.467616 0.147
634200 0.468789 0.141
634300 0.46758 0.147
634400 0.463986 0.14
634500 0.46174 0.151
634600 0.461945 0.149
634700 0.463797 0.147
634800 0.466503 0.165
634900 0.46707 0.152
635000 0.465475 0.151
635100 0.464279 0.149
635200 0.463315 0.139
635300 0.462081 0.147
635400 0.462211 0.162
635500 0.473875 0.163
635600 0.475139 0.144
635700 0.460211 0.144
635800 0.458244 0.133
635900 0.461249 0.171
636000 0.469462 0.164
636100 0.472184 0.16
636200 0.472557 0.141
636300 0.471433 0.146
636400 0.467951 0.147
636500 0.463125 0.156
636600 0.461536 0.158
636700 0.460581 0.133
636800 0.460675 0.149
636900 0.462942 0.131
637000 0.471213 0.133
637100 0.472795 0.148
637200 0.472707 0.141
637300 0.4682 0.147
637400 0.461271 0.156
637500 0.459122 0.136
637600 0.457684 0.151
637700 0.457939 0.14
637800 0.470801 0.143
637900 0.477567 0.164
638000 0.479137 0.15
638100 0.479371 0.136
638200 0.473713 0.137
638300 0.467313 0.168
638400 0.46404 0.16
638500 0.46158 0.137
638600 0.459808 0.155
638700 0.458707 0.167
638800 0.457586 0.142
638900 0.457403 0.125
639000 0.45854 0.142
639100 0.461662 0.158
639200 0.46362 0.186
639300 0.464548 0.14
639400 0.466014 0.157
639500 0.467424 0.144
639600 0.467709 0.154
639700 0.467651 0.154
639800 0.462549 0.123
639900 0.462975 0.139
640000 0.471928 0.155
640100 0.469118 0.14
640200 0.460709 0.158
640300 0.459839 0.162
640400 0.459518 0.157
640500 0.459348 0.13
640600 0.461714 0.141
640700 0.471368 0.142
640800 0.470873 0.156
640900 0.462033 0.164
641000 0.459891 0.149
641100 0.459469 0.14
641200 0.461923 0.146
641300 0.473673 0.162
641400 0.474968 0.122
641500 0.474119 0.131
641600 0.466234 0.148
641700 0.459559 0.148
641800 0.45568 0.157
641900 0.455005 0.138
642000 0.454962 0.147
642100 0.462352 0.15
642200 0.469578 0.149
642300 0.471438 0.149
642400 0.472256 0.135
642500 0.472135 0.123
642600 0.461636 0.133
642700 0.457164 0.13
642800 0.45597 0.153
642900 0.454978 0.17
643000 0.455198 0.144
643100 0.462577 0.148
643200 0.468393 0.141
643300 0.46939 0.149
